ARC_TAG, ARC_NAME ,ARC YEAR,PROVINCE,CONGRESSIONAL DISTRICT,MUNICIPALITY,BARANGAY,BARANGAY CLASSIFICATION
1005-017, RAKIM ,2003,Lanao del Norte,2nd,Sultan Naga Dimaporo,Kirapan,ARC Barangay
1005-017, RAKIM ,2003,Lanao del Norte,2nd,Sultan Naga Dimaporo,Maguindanao,ARC Barangay
1005-018, KAMPP ,2005,Lanao del Norte,2nd,Nunungan,Katubuan,ARC Barangay
1005-018, KAMPP ,2005,Lanao del Norte,2nd,Nunungan,Abaga,ARC Barangay
1005-018, KAMPP ,2005,Lanao del Norte,2nd,Nunungan,Masibay,ARC Barangay
1005-018, KAMPP ,2005,Lanao del Norte,2nd,Nunungan,Paride,ARC Barangay
1005-018, KAMPP ,2005,Lanao del Norte,2nd,Nunungan,Panganapan,ARC Barangay
1005-019, DIMAPUKAN ,2005,Lanao del Norte,1st,Bacolod,Dimarao,ARC Barangay
1005-019, DIMAPUKAN ,2005,Lanao del Norte,1st,Bacolod,Mate,ARC Barangay
1005-019, DIMAPUKAN ,2005,Lanao del Norte,1st,Bacolod,Punod,ARC Barangay
1005-019, DIMAPUKAN ,2005,Lanao del Norte,1st,Bacolod,Kahayag,ARC Barangay
1005-019, DIMAPUKAN ,2005,Lanao del Norte,1st,Bacolod,Pagayawan,ARC Barangay
1005-020, MAKATIN-AO ,2005,Lanao del Norte,2nd,Baroy,Maliwanag,ARC Barangay
1005-020, MAKATIN-AO ,2005,Lanao del Norte,2nd,Baroy,Cabasagan,ARC Barangay
1005-020, MAKATIN-AO ,2005,Lanao del Norte,2nd,Baroy,Tinubdan,ARC Barangay
1005-020, MAKATIN-AO ,2005,Lanao del Norte,2nd,Baroy,Manan-ao,ARC Barangay
1005-021, SULTANATE ,2005,Lanao del Norte,2nd,Pantar,Punod,ARC Barangay
1005-021, SULTANATE ,2005,Lanao del Norte,2nd,Pantar,Poona-Punod,ARC Barangay
1005-021, SULTANATE ,2005,Lanao del Norte,2nd,Pantar,Lumba-Punod,ARC Barangay
1005-021, SULTANATE ,2005,Lanao del Norte,2nd,Pantar,Pantao-Ranao,ARC Barangay
1005-021, SULTANATE ,2005,Lanao del Norte,2nd,Pantar,Bowi,ARC Barangay
1005-022, BOTTLES ,2006,Lanao del Norte,2nd,Magsaysay,Baguiguicon,ARC Barangay
1005-022, BOTTLES ,2006,Lanao del Norte,2nd,Magsaysay,Olango,ARC Barangay
1005-022, BOTTLES ,2006,Lanao del Norte,2nd,Magsaysay,Tambacon,ARC Barangay
1005-022, BOTTLES ,2006,Lanao del Norte,2nd,Magsaysay,Lemoncret,ARC Barangay
1005-022, BOTTLES ,2006,Lanao del Norte,2nd,Magsaysay,Somiorang,ARC Barangay
1005-022, BOTTLES ,2006,Lanao del Norte,2nd,Magsaysay,Tipaan,ARC Barangay
1005-023, CPP ,2006,Lanao del Norte,2nd,Salvador,Camp 3,ARC Barangay
1005-023, CPP ,2006,Lanao del Norte,2nd,Salvador,Padianan,ARC Barangay
1005-023, CPP ,2006,Lanao del Norte,2nd,Salvador,Pagayawan,ARC Barangay
1005-024, LABAN-PTT ,2006,Lanao del Norte,1st,Kapatagan,La Libertad,ARC Barangay
1005-024, LABAN-PTT ,2006,Lanao del Norte,1st,Kapatagan,Bansarvil,ARC Barangay
1005-024, LABAN-PTT ,2006,Lanao del Norte,1st,Kapatagan,Pulang Yuta,ARC Barangay
1005-024, LABAN-PTT ,2006,Lanao del Norte,1st,Kapatagan,Tulatulahan,ARC Barangay
1005-024, LABAN-PTT ,2006,Lanao del Norte,1st,Kapatagan,Tipolo,ARC Barangay
1005-025, SCARLITS SARC ,2007,Lanao del Norte,1st,Kolambugan,Sto. Niño,ARC Barangay
1005-025, SCARLITS SARC ,2007,Lanao del Norte,1st,Kolambugan,Caromatan,ARC Barangay
1005-025, SCARLITS SARC ,2007,Lanao del Norte,1st,Kolambugan,Lumbac,ARC Barangay
1005-025, SCARLITS SARC ,2007,Lanao del Norte,1st,Kolambugan,Inudaran,ARC Barangay
1005-025, SCARLITS SARC ,2007,Lanao del Norte,1st,Kolambugan,Titunod,ARC Barangay
1005-025, SCARLITS SARC ,2007,Lanao del Norte,1st,Kolambugan,Sucodan,ARC Barangay
1005-026, PSP ,2008,Lanao del Norte,2nd,Matungao,Pangi,ARC Barangay
1005-026, PSP ,2008,Lanao del Norte,2nd,Matungao,Sta. Cruz,ARC Barangay
1005-026, PSP ,2008,Lanao del Norte,2nd,Matungao,Pasayanon,ARC Barangay
1005-027, AMANA ,2008,Lanao del Norte,2nd,Balo-i,Abaga,ARC Barangay
1005-027, AMANA ,2008,Lanao del Norte,2nd,Balo-i,Maria-Cristina,ARC Barangay
1005-027, AMANA ,2008,Lanao del Norte,2nd,Balo-i,Nangka,ARC Barangay
1005-028, REBAND ,2008,Lanao del Norte,2nd,Sultan Naga Dimaporo,Rebucon,ARC Barangay
1005-028, REBAND ,2008,Lanao del Norte,2nd,Sultan Naga Dimaporo,Bangco,ARC Barangay
1005-028, REBAND ,2008,Lanao del Norte,2nd,Sultan Naga Dimaporo,Dalama,ARC Barangay
